m	n	topk	coop_g	us	stddev_pct	path
1	655360	2048	8	43.20	0.085	decode
1	655360	2048	16	34.70	0.105	decode
1	655360	2048	32	30.90	0.117	decode
1	655360	2048	64	29.20	0.137	decode
2	655360	2048	1	146.90	0.042	prefill
2	655360	2048	2	91.60	0.036	decode
2	655360	2048	4	59.80	0.060	decode
2	655360	2048	8	43.40	0.038	decode
2	655360	2048	16	35.00	0.092	decode
2	655360	2048	32	31.40	0.127	decode
2	655360	2048	64	30.20	0.077	decode
4	655360	2048	1	147.00	0.035	prefill
4	655360	2048	2	91.50	0.059	decode
4	655360	2048	4	59.60	0.048	decode
4	655360	2048	8	43.20	0.076	decode
4	655360	2048	16	35.00	0.155	decode
4	655360	2048	32	32.00	0.135	decode
4	655360	2048	64	31.60	0.090	decode
8	655360	2048	1	148.30	0.022	prefill
8	655360	2048	2	90.60	0.044	decode
8	655360	2048	4	59.40	0.055	decode
8	655360	2048	8	47.80	0.059	decode
8	655360	2048	16	35.90	0.064	decode
8	655360	2048	32	34.20	0.082	decode
8	655360	2048	64	34.90	0.080	decode
16	655360	2048	1	198.90	0.034	prefill
16	655360	2048	2	115.20	0.020	decode
16	655360	2048	4	72.10	0.038	decode
16	655360	2048	8	50.50	0.055	decode
16	655360	2048	16	40.90	0.039	decode
16	655360	2048	32	39.00	0.071	decode
16	655360	2048	64	43.40	0.064	decode
32	655360	2048	1	199.00	0.070	prefill
32	655360	2048	2	115.70	0.028	decode
32	655360	2048	4	72.80	0.039	decode
32	655360	2048	8	51.20	0.055	decode
32	655360	2048	16	42.80	0.038	decode
32	655360	2048	32	46.00	0.087	decode
32	655360	2048	64	57.20	0.028	decode
64	655360	2048	1	199.80	0.025	prefill
64	655360	2048	2	116.80	0.020	decode
64	655360	2048	4	74.40	0.031	decode
64	655360	2048	8	54.60	0.042	decode
64	655360	2048	16	53.20	0.053	decode
64	655360	2048	32	60.30	0.061	decode
64	655360	2048	64	76.90	0.052	decode
128	655360	2048	1	253.90	0.116	prefill
128	655360	2048	2	150.20	0.115	decode
128	655360	2048	4	107.40	0.094	decode
128	655360	2048	8	83.60	0.281	decode
128	655360	2048	16	86.10	0.268	decode
128	655360	2048	32	98.50	0.116	decode
128	655360	2048	64	117.90	0.092	decode
256	655360	2048	1	273.40	0.075	prefill
256	655360	2048	2	202.20	0.102	decode
256	655360	2048	4	157.00	0.169	decode
256	655360	2048	8	153.00	0.216	decode
256	655360	2048	16	154.50	0.179	decode
256	655360	2048	32	169.00	0.095	decode
256	655360	2048	64	199.00	0.097	decode
512	655360	2048	1	342.80	0.084	prefill
512	655360	2048	2	277.90	0.172	prefill
512	655360	2048	4	280.20	0.169	prefill
512	655360	2048	8	270.70	0.142	prefill
512	655360	2048	16	271.80	0.221	prefill
512	655360	2048	32	278.60	0.117	prefill
512	655360	2048	64	323.60	0.140	prefill
1024	655360	2048	1	619.00	0.052	prefill
1024	655360	2048	2	606.60	0.081	prefill
1024	655360	2048	4	591.80	0.059	prefill
1024	655360	2048	8	577.80	0.064	prefill
1024	655360	2048	16	575.20	0.079	prefill
1024	655360	2048	32	605.10	0.095	prefill
1024	655360	2048	64	695.20	0.066	prefill
2048	655360	2048	1	1148.40	0.069	prefill
2048	655360	2048	2	1136.80	0.062	prefill
2048	655360	2048	4	1122.00	0.041	prefill
2048	655360	2048	8	1106.60	0.096	prefill
2048	655360	2048	16	1101.80	0.092	prefill
2048	655360	2048	32	1149.80	0.075	prefill
2048	655360	2048	64	1318.20	0.046	prefill
4096	655360	2048	1	2399.30	0.038	prefill
4096	655360	2048	2	2329.90	0.067	prefill
4096	655360	2048	4	2279.50	0.055	prefill
4096	655360	2048	8	2255.30	0.058	prefill
4096	655360	2048	16	2247.20	0.064	prefill
4096	655360	2048	32	2352.70	0.076	prefill
4096	655360	2048	64	2679.20	0.058	prefill
1	917504	2048	1	186.60	0.051	prefill
1	917504	2048	2	111.40	0.036	decode
1	917504	2048	4	69.60	0.205	decode
1	917504	2048	8	48.40	0.211	decode
1	917504	2048	16	37.40	3.100	decode
1	917504	2048	32	32.40	0.122	decode
1	917504	2048	64	30.00	0.077	decode
2	917504	2048	1	187.00	0.042	prefill
2	917504	2048	2	109.60	0.042	decode
2	917504	2048	4	68.80	0.034	decode
2	917504	2048	8	48.30	0.059	decode
2	917504	2048	16	37.70	0.042	decode
2	917504	2048	32	32.50	0.132	decode
2	917504	2048	64	30.70	0.159	decode
4	917504	2048	1	193.80	0.096	prefill
4	917504	2048	2	113.80	0.029	decode
4	917504	2048	4	72.90	0.074	decode
4	917504	2048	8	49.90	0.065	decode
4	917504	2048	16	38.50	0.164	decode
4	917504	2048	32	33.90	0.108	decode
4	917504	2048	64	32.80	0.122	decode
8	917504	2048	1	194.20	0.053	prefill
8	917504	2048	2	117.60	0.044	decode
8	917504	2048	4	81.20	0.080	decode
8	917504	2048	8	55.40	0.122	decode
8	917504	2048	16	40.80	0.069	decode
8	917504	2048	32	36.30	0.044	decode
8	917504	2048	64	36.80	0.062	decode
16	917504	2048	1	264.00	0.053	prefill
16	917504	2048	2	148.20	0.027	decode
16	917504	2048	4	89.40	0.031	decode
16	917504	2048	8	59.60	0.095	decode
16	917504	2048	16	45.20	0.062	decode
16	917504	2048	32	41.70	0.238	decode
16	917504	2048	64	45.80	0.036	decode
32	917504	2048	1	264.90	0.048	prefill
32	917504	2048	2	150.00	0.153	decode
32	917504	2048	4	90.30	0.044	decode
32	917504	2048	8	60.50	0.066	decode
32	917504	2048	16	47.90	0.112	decode
32	917504	2048	32	50.30	0.108	decode
32	917504	2048	64	62.00	0.074	decode
64	917504	2048	1	265.90	0.045	prefill
64	917504	2048	2	150.00	0.056	decode
64	917504	2048	4	92.00	0.148	decode
64	917504	2048	8	66.40	0.034	decode
64	917504	2048	16	61.90	0.070	decode
64	917504	2048	32	68.60	0.197	decode
64	917504	2048	64	86.00	0.033	decode
128	917504	2048	1	338.40	0.101	prefill
128	917504	2048	2	198.60	0.078	decode
128	917504	2048	4	141.30	0.075	decode
128	917504	2048	8	113.40	0.104	decode
128	917504	2048	16	111.70	0.121	decode
128	917504	2048	32	121.00	0.110	decode
128	917504	2048	64	141.20	0.053	decode
256	917504	2048	1	367.80	0.116	prefill
256	917504	2048	2	270.50	0.114	decode
256	917504	2048	4	210.80	0.174	decode
256	917504	2048	8	205.30	0.250	decode
256	917504	2048	16	201.10	0.175	decode
256	917504	2048	32	213.60	0.154	decode
256	917504	2048	64	241.20	0.105	decode
512	917504	2048	1	461.40	0.068	prefill
512	917504	2048	2	360.10	0.091	prefill
512	917504	2048	4	387.20	0.080	prefill
512	917504	2048	8	375.10	0.148	prefill
512	917504	2048	16	367.90	0.162	prefill
512	917504	2048	32	377.10	0.073	prefill
512	917504	2048	64	412.60	0.095	prefill
1024	917504	2048	1	742.20	0.079	prefill
1024	917504	2048	2	755.80	0.090	prefill
1024	917504	2048	4	755.60	0.072	prefill
1024	917504	2048	8	755.60	0.086	prefill
1024	917504	2048	16	742.80	0.093	prefill
1024	917504	2048	32	748.90	0.152	prefill
1024	917504	2048	64	824.00	0.040	prefill
2048	917504	2048	1	1548.10	0.042	prefill
2048	917504	2048	2	1522.40	0.047	prefill
2048	917504	2048	4	1522.20	0.037	prefill
2048	917504	2048	8	1508.60	0.051	prefill
2048	917504	2048	16	1488.50	0.053	prefill
2048	917504	2048	32	1504.60	0.122	prefill
2048	917504	2048	64	1653.90	0.109	prefill
4096	917504	2048	1	3198.70	0.588	prefill
4096	917504	2048	2	3118.10	0.772	prefill
4096	917504	2048	4	3077.30	0.771	prefill
4096	917504	2048	8	3048.50	0.735	prefill
4096	917504	2048	16	3017.30	0.840	prefill
4096	917504	2048	32	3042.10	0.614	prefill
4096	917504	2048	64	3353.00	0.188	prefill
1	1048572	2048	1	240.20	0.133	prefill
1	1048572	2048	2	122.40	0.035	decode
1	1048572	2048	4	75.00	0.030	decode
1	1048572	2048	8	51.80	0.031	decode
1	1048572	2048	16	39.20	0.071	decode
1	1048572	2048	32	33.40	0.098	decode
1	1048572	2048	64	30.60	0.091	decode
2	1048572	2048	1	240.90	0.081	prefill
2	1048572	2048	2	120.30	0.045	decode
2	1048572	2048	4	74.50	0.037	decode
2	1048572	2048	8	51.40	0.044	decode
2	1048572	2048	16	39.60	0.071	decode
2	1048572	2048	32	33.60	0.083	decode
2	1048572	2048	64	31.30	0.074	decode
4	1048572	2048	1	249.90	0.103	prefill
4	1048572	2048	2	127.70	0.043	decode
4	1048572	2048	4	76.20	0.037	decode
4	1048572	2048	8	52.30	0.069	decode
4	1048572	2048	16	39.90	0.069	decode
4	1048572	2048	32	36.30	0.090	decode
4	1048572	2048	64	34.00	0.126	decode
8	1048572	2048	1	249.50	0.115	prefill
8	1048572	2048	2	165.50	0.068	decode
8	1048572	2048	4	95.60	0.042	decode
8	1048572	2048	8	62.60	0.036	decode
8	1048572	2048	16	45.90	0.001	decode
8	1048572	2048	32	38.90	0.001	decode
8	1048572	2048	64	38.00	0.086	decode
16	1048572	2048	1	299.80	0.035	prefill
16	1048572	2048	2	166.30	0.029	decode
16	1048572	2048	4	97.90	0.016	decode
16	1048572	2048	8	64.40	0.000	decode
16	1048572	2048	16	47.70	0.034	decode
16	1048572	2048	32	42.80	0.054	decode
16	1048572	2048	64	47.20	0.059	decode
32	1048572	2048	1	303.80	0.029	prefill
32	1048572	2048	2	168.60	0.044	decode
32	1048572	2048	4	99.50	0.043	decode
32	1048572	2048	8	66.40	0.059	decode
32	1048572	2048	16	50.70	0.055	decode
32	1048572	2048	32	52.80	0.044	decode
32	1048572	2048	64	64.00	0.062	decode
64	1048572	2048	1	356.90	0.216	prefill
64	1048572	2048	2	191.90	0.182	decode
64	1048572	2048	4	115.50	0.164	decode
64	1048572	2048	8	80.10	0.105	decode
64	1048572	2048	16	68.90	0.047	decode
64	1048572	2048	32	73.70	0.080	decode
64	1048572	2048	64	90.90	0.053	decode
128	1048572	2048	1	396.10	0.068	prefill
128	1048572	2048	2	227.00	0.102	decode
128	1048572	2048	4	157.90	0.168	decode
128	1048572	2048	8	129.40	0.082	decode
128	1048572	2048	16	124.30	0.039	decode
128	1048572	2048	32	135.20	0.093	decode
128	1048572	2048	64	153.00	0.191	decode
256	1048572	2048	1	423.20	0.086	prefill
256	1048572	2048	2	266.30	0.077	decode
256	1048572	2048	4	236.10	0.151	decode
256	1048572	2048	8	224.50	0.084	decode
256	1048572	2048	16	215.60	0.057	decode
256	1048572	2048	32	221.40	0.122	decode
256	1048572	2048	64	239.40	0.144	decode
512	1048572	2048	1	605.20	0.045	prefill
512	1048572	2048	2	473.80	0.084	prefill
512	1048572	2048	4	456.50	0.148	prefill
512	1048572	2048	8	452.80	0.133	prefill
512	1048572	2048	16	435.60	0.074	prefill
512	1048572	2048	32	449.80	0.094	prefill
512	1048572	2048	64	489.30	0.123	prefill
1024	1048572	2048	1	967.40	0.040	prefill
1024	1048572	2048	2	930.80	0.049	prefill
1024	1048572	2048	4	905.90	0.140	prefill
1024	1048572	2048	8	894.40	0.124	prefill
1024	1048572	2048	16	858.00	0.096	prefill
1024	1048572	2048	32	881.20	0.123	prefill
1024	1048572	2048	64	949.50	0.121	prefill
2048	1048572	2048	1	1884.80	0.051	prefill
2048	1048572	2048	2	1820.60	0.074	prefill
2048	1048572	2048	4	1768.20	0.126	prefill
2048	1048572	2048	8	1747.50	0.095	prefill
2048	1048572	2048	16	1702.60	0.051	prefill
2048	1048572	2048	32	1731.40	0.054	prefill
2048	1048572	2048	64	1869.60	0.073	prefill
4096	1048572	2048	1	3190.90	1.242	prefill
4096	1048572	2048	2	3156.40	0.951	prefill
4096	1048572	2048	4	3136.00	0.595	prefill
4096	1048572	2048	8	3114.50	0.767	prefill
4096	1048572	2048	16	3044.90	0.898	prefill
4096	1048572	2048	32	3059.20	0.801	prefill
4096	1048572	2048	64	3174.70	1.542	prefill
