m	n	topk	coop_g	us	stddev_pct	path
1	262144	2048	16	28.20	0.056	decode
1	262144	2048	32	26.60	0.087	decode
1	262144	2048	64	26.10	0.063	decode
2	262144	2048	1	76.60	0.030	prefill
2	262144	2048	2	53.40	0.052	decode
2	262144	2048	4	39.80	0.100	decode
2	262144	2048	8	31.90	0.002	decode
2	262144	2048	16	28.80	0.127	decode
2	262144	2048	32	27.40	0.119	decode
2	262144	2048	64	27.30	0.146	decode
4	262144	2048	1	76.70	0.074	prefill
4	262144	2048	2	53.60	0.080	decode
4	262144	2048	4	39.70	0.136	decode
4	262144	2048	8	31.90	0.153	decode
4	262144	2048	16	28.80	0.247	decode
4	262144	2048	32	27.90	0.255	decode
4	262144	2048	64	28.50	0.181	decode
8	262144	2048	1	77.80	0.069	prefill
8	262144	2048	2	53.90	0.104	decode
8	262144	2048	4	39.80	0.130	decode
8	262144	2048	8	32.40	0.200	decode
8	262144	2048	16	29.90	0.181	decode
8	262144	2048	32	29.70	0.190	decode
8	262144	2048	64	31.80	0.162	decode
16	262144	2048	1	78.20	0.041	prefill
16	262144	2048	2	54.80	0.067	decode
16	262144	2048	4	42.00	0.065	decode
16	262144	2048	8	36.00	0.089	decode
16	262144	2048	16	33.30	0.049	decode
16	262144	2048	32	33.00	0.121	decode
16	262144	2048	64	38.10	0.043	decode
32	262144	2048	1	90.90	0.047	prefill
32	262144	2048	2	64.40	0.035	decode
32	262144	2048	4	46.60	0.048	decode
32	262144	2048	8	36.60	0.063	decode
32	262144	2048	16	34.90	0.000	decode
32	262144	2048	32	38.40	0.060	decode
32	262144	2048	64	50.70	0.001	decode
64	262144	2048	1	100.00	0.056	prefill
64	262144	2048	2	65.30	0.056	decode
64	262144	2048	4	50.60	0.091	decode
64	262144	2048	8	39.20	0.144	decode
64	262144	2048	16	40.00	0.116	decode
64	262144	2048	32	48.50	0.111	decode
64	262144	2048	64	64.90	0.083	decode
128	262144	2048	1	101.20	0.036	prefill
128	262144	2048	2	66.80	0.024	decode
128	262144	2048	4	54.30	0.052	decode
128	262144	2048	8	46.90	0.049	decode
128	262144	2048	16	51.30	0.045	decode
128	262144	2048	32	61.70	0.115	decode
128	262144	2048	64	87.30	0.099	decode
256	262144	2048	1	123.90	0.056	prefill
256	262144	2048	2	82.50	0.101	decode
256	262144	2048	4	69.60	0.087	decode
256	262144	2048	8	68.50	0.058	decode
256	262144	2048	16	74.00	0.066	decode
256	262144	2048	32	89.60	0.118	decode
256	262144	2048	64	133.30	0.122	decode
512	262144	2048	1	178.60	0.063	prefill
512	262144	2048	2	142.60	0.065	prefill
512	262144	2048	4	138.50	0.059	prefill
512	262144	2048	8	141.40	0.049	prefill
512	262144	2048	16	149.40	0.066	prefill
512	262144	2048	32	171.60	0.098	prefill
512	262144	2048	64	221.30	0.102	prefill
1024	262144	2048	1	253.00	0.136	prefill
1024	262144	2048	2	262.00	0.078	prefill
1024	262144	2048	4	252.10	0.059	prefill
1024	262144	2048	8	247.90	0.111	prefill
1024	262144	2048	16	250.90	0.102	prefill
1024	262144	2048	32	292.00	0.046	prefill
1024	262144	2048	64	394.30	0.052	prefill
2048	262144	2048	1	563.30	0.074	prefill
2048	262144	2048	2	543.90	0.089	prefill
2048	262144	2048	4	533.30	0.086	prefill
2048	262144	2048	8	529.70	0.110	prefill
2048	262144	2048	16	556.80	0.048	prefill
2048	262144	2048	32	628.80	0.140	prefill
2048	262144	2048	64	764.00	0.065	prefill
4096	262144	2048	1	1098.10	0.047	prefill
4096	262144	2048	2	1062.50	0.058	prefill
4096	262144	2048	4	1046.40	0.054	prefill
4096	262144	2048	8	1039.80	0.083	prefill
4096	262144	2048	16	1094.80	0.065	prefill
4096	262144	2048	32	1234.00	0.085	prefill
4096	262144	2048	64	1475.40	0.052	prefill
1	393216	2048	1	98.70	0.029	prefill
1	393216	2048	2	63.80	0.044	decode
1	393216	2048	4	44.80	0.036	decode
1	393216	2048	8	34.60	0.000	decode
1	393216	2048	16	29.80	0.095	decode
1	393216	2048	32	27.50	0.103	decode
1	393216	2048	64	26.50	0.087	decode
2	393216	2048	1	99.40	0.046	prefill
2	393216	2048	2	63.50	0.026	decode
2	393216	2048	4	45.00	0.051	decode
2	393216	2048	8	34.80	0.081	decode
2	393216	2048	16	30.00	0.091	decode
2	393216	2048	32	27.80	0.059	decode
2	393216	2048	64	27.30	0.085	decode
4	393216	2048	1	100.40	0.036	prefill
4	393216	2048	2	65.30	0.050	decode
4	393216	2048	4	45.80	0.107	decode
4	393216	2048	8	35.20	0.122	decode
4	393216	2048	16	30.60	0.053	decode
4	393216	2048	32	29.10	0.095	decode
4	393216	2048	64	29.50	0.109	decode
8	393216	2048	1	101.60	0.039	prefill
8	393216	2048	2	67.80	0.059	decode
8	393216	2048	4	46.60	0.049	decode
8	393216	2048	8	36.10	0.150	decode
8	393216	2048	16	31.80	0.126	decode
8	393216	2048	32	31.00	0.158	decode
8	393216	2048	64	32.80	0.122	decode
16	393216	2048	1	101.80	0.023	prefill
16	393216	2048	2	68.80	0.089	decode
16	393216	2048	4	51.70	0.062	decode
16	393216	2048	8	40.50	0.056	decode
16	393216	2048	16	33.90	0.083	decode
16	393216	2048	32	34.40	0.080	decode
16	393216	2048	64	39.40	0.059	decode
32	393216	2048	1	133.20	0.032	prefill
32	393216	2048	2	82.40	0.062	decode
32	393216	2048	4	55.00	0.058	decode
32	393216	2048	8	41.60	0.095	decode
32	393216	2048	16	37.60	0.137	decode
32	393216	2048	32	41.40	0.040	decode
32	393216	2048	64	52.90	0.062	decode
64	393216	2048	1	134.00	0.027	prefill
64	393216	2048	2	82.80	0.033	decode
64	393216	2048	4	57.60	0.049	decode
64	393216	2048	8	43.70	0.075	decode
64	393216	2048	16	44.10	0.063	decode
64	393216	2048	32	51.80	0.129	decode
64	393216	2048	64	69.00	0.082	decode
128	393216	2048	1	135.70	0.024	prefill
128	393216	2048	2	84.60	0.033	decode
128	393216	2048	4	62.40	0.026	decode
128	393216	2048	8	55.70	0.050	decode
128	393216	2048	16	59.10	0.028	decode
128	393216	2048	32	68.10	0.107	decode
128	393216	2048	64	93.00	0.097	decode
256	393216	2048	1	179.00	0.114	prefill
256	393216	2048	2	132.70	0.055	decode
256	393216	2048	4	103.90	0.075	decode
256	393216	2048	8	99.60	0.052	decode
256	393216	2048	16	106.50	0.086	decode
256	393216	2048	32	121.80	0.060	decode
256	393216	2048	64	153.80	0.151	decode
512	393216	2048	1	253.60	0.072	prefill
512	393216	2048	2	200.40	0.060	prefill
512	393216	2048	4	194.80	0.160	prefill
512	393216	2048	8	187.80	0.211	prefill
512	393216	2048	16	197.20	0.081	prefill
512	393216	2048	32	219.50	0.137	prefill
512	393216	2048	64	268.00	0.054	prefill
1024	393216	2048	1	343.90	0.116	prefill
1024	393216	2048	2	360.50	0.080	prefill
1024	393216	2048	4	355.70	0.138	prefill
1024	393216	2048	8	344.90	0.105	prefill
1024	393216	2048	16	348.50	0.041	prefill
1024	393216	2048	32	381.00	0.109	prefill
1024	393216	2048	64	473.00	0.081	prefill
2048	393216	2048	1	723.60	0.063	prefill
2048	393216	2048	2	721.40	0.044	prefill
2048	393216	2048	4	711.90	0.105	prefill
2048	393216	2048	8	686.70	0.056	prefill
2048	393216	2048	16	697.90	0.072	prefill
2048	393216	2048	32	776.80	0.034	prefill
2048	393216	2048	64	936.60	0.097	prefill
4096	393216	2048	1	1531.60	0.038	prefill
4096	393216	2048	2	1486.30	0.047	prefill
4096	393216	2048	4	1464.00	0.071	prefill
4096	393216	2048	8	1416.00	0.067	prefill
4096	393216	2048	16	1434.80	0.063	prefill
4096	393216	2048	32	1609.10	0.074	prefill
4096	393216	2048	64	1887.20	0.084	prefill
1	524288	2048	1	123.80	0.032	prefill
1	524288	2048	2	77.20	0.036	decode
1	524288	2048	4	51.90	0.055	decode
1	524288	2048	8	39.40	0.071	decode
1	524288	2048	16	32.50	0.050	decode
1	524288	2048	32	29.40	0.079	decode
1	524288	2048	64	27.90	0.001	decode
2	524288	2048	1	124.40	0.022	prefill
2	524288	2048	2	77.10	0.076	decode
2	524288	2048	4	51.80	0.100	decode
2	524288	2048	8	39.50	0.071	decode
2	524288	2048	16	32.60	0.085	decode
2	524288	2048	32	29.50	0.096	decode
2	524288	2048	64	28.80	0.098	decode
4	524288	2048	1	124.20	0.035	prefill
4	524288	2048	2	77.70	0.051	decode
4	524288	2048	4	52.20	0.076	decode
4	524288	2048	8	39.50	0.000	decode
4	524288	2048	16	32.70	0.071	decode
4	524288	2048	32	30.30	0.077	decode
4	524288	2048	64	30.40	0.131	decode
8	524288	2048	1	125.10	0.029	prefill
8	524288	2048	2	79.60	0.035	decode
8	524288	2048	4	52.60	0.069	decode
8	524288	2048	8	39.90	0.058	decode
8	524288	2048	16	36.30	0.078	decode
8	524288	2048	32	33.80	0.083	decode
8	524288	2048	64	33.70	0.084	decode
16	524288	2048	1	145.10	0.064	prefill
16	524288	2048	2	98.20	0.044	decode
16	524288	2048	4	62.60	0.052	decode
16	524288	2048	8	45.60	0.095	decode
16	524288	2048	16	38.20	0.096	decode
16	524288	2048	32	37.00	0.140	decode
16	524288	2048	64	40.80	0.000	decode
32	524288	2048	1	166.20	0.035	prefill
32	524288	2048	2	98.70	0.064	decode
32	524288	2048	4	63.50	0.035	decode
32	524288	2048	8	46.40	0.069	decode
32	524288	2048	16	39.90	0.069	decode
32	524288	2048	32	43.60	0.098	decode
32	524288	2048	64	55.20	0.059	decode
64	524288	2048	1	167.90	0.046	prefill
64	524288	2048	2	100.20	0.032	decode
64	524288	2048	4	65.90	0.025	decode
64	524288	2048	8	49.20	0.047	decode
64	524288	2048	16	48.80	0.047	decode
64	524288	2048	32	56.40	0.070	decode
64	524288	2048	64	73.60	0.077	decode
128	524288	2048	1	198.70	0.264	prefill
128	524288	2048	2	119.30	0.346	decode
128	524288	2048	4	77.80	0.157	decode
128	524288	2048	8	67.90	0.041	decode
128	524288	2048	16	68.60	0.041	decode
128	524288	2048	32	77.80	0.060	decode
128	524288	2048	64	101.20	0.108	decode
256	524288	2048	1	227.10	0.105	prefill
256	524288	2048	2	164.30	0.125	decode
256	524288	2048	4	131.60	0.090	decode
256	524288	2048	8	126.10	0.108	decode
256	524288	2048	16	133.00	0.054	decode
256	524288	2048	32	146.50	0.058	decode
256	524288	2048	64	176.50	0.134	decode
512	524288	2048	1	273.30	0.103	prefill
512	524288	2048	2	243.40	0.153	prefill
512	524288	2048	4	236.90	0.094	prefill
512	524288	2048	8	221.70	0.106	prefill
512	524288	2048	16	224.70	0.096	prefill
512	524288	2048	32	231.80	0.079	prefill
512	524288	2048	64	284.80	0.121	prefill
1024	524288	2048	1	513.90	0.064	prefill
1024	524288	2048	2	494.60	0.053	prefill
1024	524288	2048	4	487.30	0.096	prefill
1024	524288	2048	8	470.20	0.161	prefill
1024	524288	2048	16	482.00	0.090	prefill
1024	524288	2048	32	516.40	0.085	prefill
1024	524288	2048	64	601.00	0.087	prefill
2048	524288	2048	1	1012.70	0.055	prefill
2048	524288	2048	2	970.40	0.079	prefill
2048	524288	2048	4	954.20	0.093	prefill
2048	524288	2048	8	925.40	0.107	prefill
2048	524288	2048	16	947.50	0.085	prefill
2048	524288	2048	32	1014.30	0.079	prefill
2048	524288	2048	64	1164.30	0.088	prefill
4096	524288	2048	1	1990.80	0.030	prefill
4096	524288	2048	2	1912.80	0.042	prefill
4096	524288	2048	4	1885.30	0.067	prefill
4096	524288	2048	8	1847.10	0.081	prefill
4096	524288	2048	16	1879.40	0.078	prefill
4096	524288	2048	32	2003.90	0.073	prefill
4096	524288	2048	64	2283.80	0.082	prefill
1	786432	2048	1	163.30	0.078	prefill
1	786432	2048	2	98.40	0.037	decode
1	786432	2048	4	62.60	0.046	decode
1	786432	2048	8	44.60	0.052	decode
1	786432	2048	16	35.40	0.045	decode
1	786432	2048	32	31.00	0.051	decode
1	786432	2048	64	29.00	0.056	decode
2	786432	2048	1	169.10	0.049	prefill
2	786432	2048	2	103.10	0.054	decode
2	786432	2048	4	64.40	0.025	decode
2	786432	2048	8	46.20	0.060	decode
2	786432	2048	16	36.40	0.100	decode
2	786432	2048	32	32.00	0.102	decode
2	786432	2048	64	30.40	0.001	decode
4	786432	2048	1	169.00	0.053	prefill
4	786432	2048	2	102.40	0.032	decode
4	786432	2048	4	65.20	0.035	decode
4	786432	2048	8	46.40	0.060	decode
4	786432	2048	16	36.40	0.000	decode
4	786432	2048	32	32.60	0.099	decode
4	786432	2048	64	31.90	0.170	decode
8	786432	2048	1	170.10	0.040	prefill
8	786432	2048	2	102.40	0.027	decode
8	786432	2048	4	65.60	0.049	decode
8	786432	2048	8	51.50	0.044	decode
8	786432	2048	16	41.20	0.068	decode
8	786432	2048	32	34.60	0.046	decode
8	786432	2048	64	35.90	0.136	decode
16	786432	2048	1	229.90	0.060	prefill
16	786432	2048	2	130.90	0.048	decode
16	786432	2048	4	80.50	0.029	decode
16	786432	2048	8	54.60	0.030	decode
16	786432	2048	16	42.80	0.053	decode
16	786432	2048	32	40.10	0.070	decode
16	786432	2048	64	44.60	0.036	decode
32	786432	2048	1	230.50	0.048	prefill
32	786432	2048	2	131.60	0.021	decode
32	786432	2048	4	81.00	0.034	decode
32	786432	2048	8	55.60	0.029	decode
32	786432	2048	16	45.10	0.036	decode
32	786432	2048	32	48.10	0.090	decode
32	786432	2048	64	59.60	0.054	decode
64	786432	2048	1	231.80	0.052	prefill
64	786432	2048	2	132.90	0.037	decode
64	786432	2048	4	82.60	0.028	decode
64	786432	2048	8	60.10	0.046	decode
64	786432	2048	16	57.40	0.057	decode
64	786432	2048	32	64.50	0.075	decode
64	786432	2048	64	81.00	0.035	decode
128	786432	2048	1	296.70	0.061	prefill
128	786432	2048	2	174.60	0.114	decode
128	786432	2048	4	126.00	0.077	decode
128	786432	2048	8	101.00	0.057	decode
128	786432	2048	16	100.40	0.061	decode
128	786432	2048	32	109.80	0.089	decode
128	786432	2048	64	130.60	0.083	decode
256	786432	2048	1	320.40	0.052	prefill
256	786432	2048	2	237.40	0.172	decode
256	786432	2048	4	186.20	0.082	decode
256	786432	2048	8	180.40	0.191	decode
256	786432	2048	16	178.40	0.133	decode
256	786432	2048	32	191.20	0.147	decode
256	786432	2048	64	220.60	0.202	decode
512	786432	2048	1	403.00	0.071	prefill
512	786432	2048	2	317.60	0.163	prefill
512	786432	2048	4	332.30	0.126	prefill
512	786432	2048	8	323.60	0.201	prefill
512	786432	2048	16	320.20	0.207	prefill
512	786432	2048	32	327.30	0.077	prefill
512	786432	2048	64	368.40	0.083	prefill
1024	786432	2048	1	647.80	0.083	prefill
1024	786432	2048	2	661.50	0.104	prefill
1024	786432	2048	4	668.10	0.056	prefill
1024	786432	2048	8	658.60	0.104	prefill
1024	786432	2048	16	648.90	0.080	prefill
1024	786432	2048	32	654.80	0.143	prefill
1024	786432	2048	64	740.10	0.036	prefill
2048	786432	2048	1	1421.50	0.058	prefill
2048	786432	2048	2	1390.10	0.048	prefill
2048	786432	2048	4	1363.40	0.037	prefill
2048	786432	2048	8	1336.40	0.044	prefill
2048	786432	2048	16	1320.30	0.060	prefill
2048	786432	2048	32	1349.30	0.071	prefill
2048	786432	2048	64	1526.90	0.097	prefill
4096	786432	2048	1	2794.20	0.048	prefill
4096	786432	2048	2	2729.80	0.058	prefill
4096	786432	2048	4	2677.90	0.063	prefill
4096	786432	2048	8	2648.10	0.101	prefill
4096	786432	2048	16	2627.00	0.080	prefill
4096	786432	2048	32	2676.10	0.147	prefill
4096	786432	2048	64	3011.00	0.060	prefill
1	1048576	2048	1	241.70	0.100	prefill
1	1048576	2048	2	122.90	0.051	decode
1	1048576	2048	4	75.40	0.053	decode
1	1048576	2048	8	51.90	0.055	decode
1	1048576	2048	16	39.40	0.072	decode
1	1048576	2048	32	33.50	0.084	decode
1	1048576	2048	64	30.80	0.091	decode
2	1048576	2048	1	243.40	0.087	prefill
2	1048576	2048	2	123.60	0.026	decode
2	1048576	2048	4	76.50	0.037	decode
2	1048576	2048	8	52.20	0.069	decode
2	1048576	2048	16	39.80	0.071	decode
2	1048576	2048	32	33.90	0.083	decode
2	1048576	2048	64	31.60	0.090	decode
4	1048576	2048	1	244.60	0.052	prefill
4	1048576	2048	2	126.90	0.036	decode
4	1048576	2048	4	77.00	0.036	decode
4	1048576	2048	8	52.30	0.044	decode
4	1048576	2048	16	39.80	0.041	decode
4	1048576	2048	32	36.20	0.064	decode
4	1048576	2048	64	33.70	0.049	decode
8	1048576	2048	1	244.20	0.077	prefill
8	1048576	2048	2	163.20	0.041	decode
8	1048576	2048	4	95.80	0.041	decode
8	1048576	2048	8	62.20	0.052	decode
8	1048576	2048	16	45.40	0.061	decode
8	1048576	2048	32	38.60	0.073	decode
8	1048576	2048	64	37.70	0.043	decode
16	1048576	2048	1	293.00	0.028	prefill
16	1048576	2048	2	163.90	0.031	decode
16	1048576	2048	4	96.40	0.029	decode
16	1048576	2048	8	63.40	0.036	decode
16	1048576	2048	16	47.10	0.059	decode
16	1048576	2048	32	42.60	0.054	decode
16	1048576	2048	64	47.00	0.049	decode
32	1048576	2048	1	300.40	0.062	prefill
32	1048576	2048	2	168.10	0.068	decode
32	1048576	2048	4	100.10	0.023	decode
32	1048576	2048	8	66.60	0.042	decode
32	1048576	2048	16	51.50	0.031	decode
32	1048576	2048	32	53.40	0.061	decode
32	1048576	2048	64	65.10	0.042	decode
64	1048576	2048	1	353.30	0.155	prefill
64	1048576	2048	2	193.10	0.157	decode
64	1048576	2048	4	114.00	0.310	decode
64	1048576	2048	8	79.00	0.035	decode
64	1048576	2048	16	69.40	0.097	decode
64	1048576	2048	32	74.20	0.082	decode
64	1048576	2048	64	91.00	0.081	decode
128	1048576	2048	1	387.30	0.070	prefill
128	1048576	2048	2	223.80	0.102	decode
128	1048576	2048	4	156.80	0.111	decode
128	1048576	2048	8	129.00	0.061	decode
128	1048576	2048	16	124.90	0.081	decode
128	1048576	2048	32	135.40	0.060	decode
128	1048576	2048	64	153.20	0.133	decode
256	1048576	2048	1	409.80	0.101	prefill
256	1048576	2048	2	261.30	0.093	decode
256	1048576	2048	4	237.70	0.123	decode
256	1048576	2048	8	226.80	0.111	decode
256	1048576	2048	16	215.70	0.111	decode
256	1048576	2048	32	220.70	0.103	decode
256	1048576	2048	64	237.80	0.137	decode
512	1048576	2048	1	599.70	0.091	prefill
512	1048576	2048	2	466.30	0.084	prefill
512	1048576	2048	4	452.80	0.154	prefill
512	1048576	2048	8	447.70	0.148	prefill
512	1048576	2048	16	431.00	0.151	prefill
512	1048576	2048	32	445.70	0.057	prefill
512	1048576	2048	64	481.70	0.164	prefill
1024	1048576	2048	1	944.10	0.052	prefill
1024	1048576	2048	2	919.60	0.083	prefill
1024	1048576	2048	4	893.60	0.109	prefill
1024	1048576	2048	8	883.30	0.142	prefill
1024	1048576	2048	16	853.90	0.047	prefill
1024	1048576	2048	32	874.40	0.095	prefill
1024	1048576	2048	64	938.50	0.096	prefill
2048	1048576	2048	1	1846.80	0.032	prefill
2048	1048576	2048	2	1800.70	0.052	prefill
2048	1048576	2048	4	1752.00	0.047	prefill
2048	1048576	2048	8	1736.80	0.053	prefill
2048	1048576	2048	16	1690.90	0.059	prefill
2048	1048576	2048	32	1721.60	0.077	prefill
2048	1048576	2048	64	1842.20	0.112	prefill
4096	1048576	2048	1	3158.90	1.172	prefill
4096	1048576	2048	2	3138.10	0.997	prefill
4096	1048576	2048	4	3129.50	0.583	prefill
4096	1048576	2048	8	3109.90	0.613	prefill
4096	1048576	2048	16	3029.80	0.986	prefill
4096	1048576	2048	32	3030.30	0.783	prefill
4096	1048576	2048	64	3112.30	1.628	prefill
