m	n	g	us	path	stddev_pct
4	917504	8	49.90	decode	0.07
4	917504	16	38.50	decode	0.16
4	917504	32	33.90	decode	0.11
4	917504	64	32.80	decode	0.12
8	917504	1	194.20	prefill	0.05
8	917504	2	117.60	decode	0.04
8	917504	4	81.20	decode	0.08
8	917504	8	55.40	decode	0.12
8	917504	16	40.80	decode	0.07
8	917504	32	36.30	decode	0.04
8	917504	64	36.80	decode	0.06
16	917504	1	264.00	prefill	0.05
16	917504	2	148.20	decode	0.03
16	917504	4	89.40	decode	0.03
16	917504	8	59.60	decode	0.10
16	917504	16	45.20	decode	0.06
16	917504	32	41.70	decode	0.24
16	917504	64	45.80	decode	0.04
32	917504	1	264.90	prefill	0.05
32	917504	2	150.00	decode	0.15
32	917504	4	90.30	decode	0.04
32	917504	8	60.50	decode	0.07
32	917504	16	47.90	decode	0.11
32	917504	32	50.30	decode	0.11
32	917504	64	62.00	decode	0.07
64	917504	1	265.90	prefill	0.04
64	917504	2	150.00	decode	0.06
64	917504	4	92.00	decode	0.15
64	917504	8	66.40	decode	0.03
64	917504	16	61.90	decode	0.07
64	917504	32	68.60	decode	0.20
64	917504	64	86.00	decode	0.03
128	917504	1	338.40	prefill	0.10
128	917504	2	198.60	decode	0.08
128	917504	4	141.30	decode	0.07
128	917504	8	113.40	decode	0.10
128	917504	16	111.70	decode	0.12
128	917504	32	121.00	decode	0.11
128	917504	64	141.20	decode	0.05
256	917504	1	367.80	prefill	0.12
256	917504	2	270.50	decode	0.11
256	917504	4	210.80	decode	0.17
256	917504	8	205.30	decode	0.25
256	917504	16	201.10	decode	0.17
256	917504	32	213.60	decode	0.15
256	917504	64	241.20	decode	0.10
512	917504	1	461.40	prefill	0.07
512	917504	2	360.10	prefill	0.09
512	917504	4	387.20	prefill	0.08
512	917504	8	375.10	prefill	0.15
512	917504	16	367.90	prefill	0.16
512	917504	32	377.10	prefill	0.07
512	917504	64	412.60	prefill	0.10
1024	917504	1	742.20	prefill	0.08
1024	917504	2	755.80	prefill	0.09
1024	917504	4	755.60	prefill	0.07
1024	917504	8	755.60	prefill	0.09
1024	917504	16	742.80	prefill	0.09
1024	917504	32	748.90	prefill	0.15
1024	917504	64	824.00	prefill	0.04
2048	917504	1	1548.10	prefill	0.04
2048	917504	2	1522.40	prefill	0.05
2048	917504	4	1522.20	prefill	0.04
2048	917504	8	1508.60	prefill	0.05
2048	917504	16	1488.50	prefill	0.05
2048	917504	32	1504.60	prefill	0.12
2048	917504	64	1653.90	prefill	0.11
4096	917504	1	3198.70	prefill	0.59
4096	917504	2	3118.10	prefill	0.77
4096	917504	4	3077.30	prefill	0.77
4096	917504	8	3048.50	prefill	0.73
4096	917504	16	3017.30	prefill	0.84
4096	917504	32	3042.10	prefill	0.61
4096	917504	64	3353.00	prefill	0.19
1	1048572	1	240.20	prefill	0.13
1	1048572	2	122.40	decode	0.04
1	1048572	4	75.00	decode	0.03
1	1048572	8	51.80	decode	0.03
1	1048572	16	39.20	decode	0.07
1	1048572	32	33.40	decode	0.10
1	1048572	64	30.60	decode	0.09
2	1048572	1	240.90	prefill	0.08
2	1048572	2	120.30	decode	0.04
2	1048572	4	74.50	decode	0.04
2	1048572	8	51.40	decode	0.04
2	1048572	16	39.60	decode	0.07
2	1048572	32	33.60	decode	0.08
2	1048572	64	31.30	decode	0.07
4	1048572	1	249.90	prefill	0.10
4	1048572	2	127.70	decode	0.04
4	1048572	4	76.20	decode	0.04
4	1048572	8	52.30	decode	0.07
4	1048572	16	39.90	decode	0.07
4	1048572	32	36.30	decode	0.09
4	1048572	64	34.00	decode	0.13
8	1048572	1	249.50	prefill	0.12
8	1048572	2	165.50	decode	0.07
8	1048572	4	95.60	decode	0.04
8	1048572	8	62.60	decode	0.04
8	1048572	16	45.90	decode	0.00
8	1048572	32	38.90	decode	0.00
8	1048572	64	38.00	decode	0.09
16	1048572	1	299.80	prefill	0.04
16	1048572	2	166.30	decode	0.03
16	1048572	4	97.90	decode	0.02
16	1048572	8	64.40	decode	0.00
16	1048572	16	47.70	decode	0.03
16	1048572	32	42.80	decode	0.05
16	1048572	64	47.20	decode	0.06
32	1048572	1	303.80	prefill	0.03
32	1048572	2	168.60	decode	0.04
32	1048572	4	99.50	decode	0.04
32	1048572	8	66.40	decode	0.06
32	1048572	16	50.70	decode	0.06
32	1048572	32	52.80	decode	0.04
32	1048572	64	64.00	decode	0.06
64	1048572	1	356.90	prefill	0.22
64	1048572	2	191.90	decode	0.18
64	1048572	4	115.50	decode	0.16
64	1048572	8	80.10	decode	0.10
64	1048572	16	68.90	decode	0.05
64	1048572	32	73.70	decode	0.08
64	1048572	64	90.90	decode	0.05
128	1048572	1	396.10	prefill	0.07
128	1048572	2	227.00	decode	0.10
128	1048572	4	157.90	decode	0.17
128	1048572	8	129.40	decode	0.08
128	1048572	16	124.30	decode	0.04
128	1048572	32	135.20	decode	0.09
128	1048572	64	153.00	decode	0.19
256	1048572	1	423.20	prefill	0.09
256	1048572	2	266.30	decode	0.08
256	1048572	4	236.10	decode	0.15
256	1048572	8	224.50	decode	0.08
256	1048572	16	215.60	decode	0.06
256	1048572	32	221.40	decode	0.12
256	1048572	64	239.40	decode	0.14
512	1048572	1	605.20	prefill	0.04
512	1048572	2	473.80	prefill	0.08
512	1048572	4	456.50	prefill	0.15
512	1048572	8	452.80	prefill	0.13
512	1048572	16	435.60	prefill	0.07
512	1048572	32	449.80	prefill	0.09
512	1048572	64	489.30	prefill	0.12
1024	1048572	1	967.40	prefill	0.04
1024	1048572	2	930.80	prefill	0.05
1024	1048572	4	905.90	prefill	0.14
1024	1048572	8	894.40	prefill	0.12
1024	1048572	16	858.00	prefill	0.10
1024	1048572	32	881.20	prefill	0.12
1024	1048572	64	949.50	prefill	0.12
2048	1048572	1	1884.80	prefill	0.05
2048	1048572	2	1820.60	prefill	0.07
2048	1048572	4	1768.20	prefill	0.13
2048	1048572	8	1747.50	prefill	0.10
2048	1048572	16	1702.60	prefill	0.05
2048	1048572	32	1731.40	prefill	0.05
2048	1048572	64	1869.60	prefill	0.07
4096	1048572	1	3190.90	prefill	1.24
4096	1048572	2	3156.40	prefill	0.95
4096	1048572	4	3136.00	prefill	0.59
4096	1048572	8	3114.50	prefill	0.77
4096	1048572	16	3044.90	prefill	0.90
4096	1048572	32	3059.20	prefill	0.80
4096	1048572	64	3174.70	prefill	1.54

=== per-cell optima ===
  M=1     N=20480    G=16  20.40 us (was 23.20, 1.14x)
  M=1     N=28672    G=32  20.30 us (was 25.00, 1.23x)
  M=1     N=114688   G=64  22.00 us (was 44.70, 2.03x)
  M=1     N=163840   G=64  23.50 us (was 55.60, 2.37x)
  M=1     N=229376   G=64  25.00 us (was 69.00, 2.76x)
  M=1     N=327680   G=64  26.50 us (was 88.10, 3.33x)
  M=1     N=458752   G=64  27.60 us (was 111.90, 4.05x)
  M=1     N=655360   G=64  29.20 us (was 146.30, 5.01x)
  M=1     N=917504   G=64  30.00 us (was 186.60, 6.22x)
  M=1     N=1048572  G=64  30.60 us (was 240.20, 7.85x)
  M=2     N=20480    G=16  20.70 us (was 24.10, 1.16x)
  M=2     N=28672    G=16  20.70 us (was 25.80, 1.25x)
  M=2     N=114688   G=32  22.80 us (was 45.50, 2.00x)
  M=2     N=163840   G=32  24.30 us (was 56.70, 2.33x)
  M=2     N=229376   G=32  26.00 us (was 69.90, 2.69x)
  M=2     N=327680   G=64  27.20 us (was 89.20, 3.28x)
  M=2     N=458752   G=64  28.30 us (was 112.60, 3.98x)
  M=2     N=655360   G=64  30.20 us (was 146.90, 4.86x)
  M=2     N=917504   G=64  30.70 us (was 187.00, 6.09x)
  M=2     N=1048572  G=64  31.30 us (was 240.90, 7.70x)
  M=4     N=20480    G=16  20.90 us (was 24.30, 1.16x)
  M=4     N=28672    G=16  21.10 us (was 26.00, 1.23x)
  M=4     N=114688   G=16  23.80 us (was 46.00, 1.93x)
  M=4     N=163840   G=32  25.10 us (was 56.60, 2.25x)
  M=4     N=229376   G=32  27.00 us (was 70.10, 2.60x)
  M=4     N=327680   G=32  28.50 us (was 89.10, 3.13x)
  M=4     N=458752   G=32  29.60 us (was 112.80, 3.81x)
  M=4     N=655360   G=64  31.60 us (was 147.00, 4.65x)
  M=4     N=917504   G=64  32.80 us (was 193.80, 5.91x)
  M=4     N=1048572  G=64  34.00 us (was 249.90, 7.35x)
  M=8     N=20480    G=32  21.70 us (was 24.70, 1.14x)
  M=8     N=28672    G=8   22.00 us (was 26.50, 1.21x)
  M=8     N=114688   G=16  25.00 us (was 46.40, 1.86x)
  M=8     N=163840   G=16  26.30 us (was 57.00, 2.17x)
  M=8     N=229376   G=16  28.80 us (was 70.70, 2.46x)
  M=8     N=327680   G=32  30.00 us (was 89.30, 2.98x)
  M=8     N=458752   G=32  31.50 us (was 114.00, 3.62x)
  M=8     N=655360   G=32  34.20 us (was 148.30, 4.34x)
  M=8     N=917504   G=32  36.30 us (was 194.20, 5.35x)
  M=8     N=1048572  G=64  38.00 us (was 249.50, 6.57x)
  M=16    N=20480    G=16  22.80 us (was 24.80, 1.09x)
  M=16    N=28672    G=8   22.80 us (was 26.70, 1.17x)
  M=16    N=114688   G=8   26.40 us (was 46.50, 1.76x)
  M=16    N=163840   G=16  28.20 us (was 57.50, 2.04x)
  M=16    N=229376   G=16  30.40 us (was 71.30, 2.35x)
  M=16    N=327680   G=16  32.40 us (was 89.70, 2.77x)
  M=16    N=458752   G=16  35.30 us (was 114.80, 3.25x)
  M=16    N=655360   G=32  39.00 us (was 198.90, 5.10x)
  M=16    N=917504   G=32  41.70 us (was 264.00, 6.33x)
  M=16    N=1048572  G=32  42.80 us (was 299.80, 7.00x)
  M=32    N=20480    G=16  23.00 us (was 25.00, 1.09x)
  M=32    N=28672    G=8   23.00 us (was 26.80, 1.17x)
  M=32    N=114688   G=8   26.80 us (was 46.80, 1.75x)
  M=32    N=163840   G=8   29.20 us (was 57.60, 1.97x)
  M=32    N=229376   G=16  33.10 us (was 82.10, 2.48x)
  M=32    N=327680   G=16  36.00 us (was 116.10, 3.23x)
  M=32    N=458752   G=16  38.60 us (was 150.10, 3.89x)
  M=32    N=655360   G=16  42.80 us (was 199.00, 4.65x)
  M=32    N=917504   G=16  47.90 us (was 264.90, 5.53x)
  M=32    N=1048572  G=16  50.70 us (was 303.80, 5.99x)
  M=64    N=20480    G=16  24.70 us (was 25.20, 1.02x)
  M=64    N=28672    G=8   24.40 us (was 27.20, 1.11x)
  M=64    N=114688   G=8   29.10 us (was 48.20, 1.66x)
  M=64    N=163840   G=8   32.70 us (was 71.40, 2.18x)
  M=64    N=229376   G=8   36.70 us (was 90.60, 2.47x)
  M=64    N=327680   G=8   41.00 us (was 117.10, 2.86x)
  M=64    N=458752   G=16  46.20 us (was 150.80, 3.26x)
  M=64    N=655360   G=16  53.20 us (was 199.80, 3.76x)
  M=64    N=917504   G=16  61.90 us (was 265.90, 4.30x)
  M=64    N=1048572  G=16  68.90 us (was 356.90, 5.18x)
  M=128   N=20480    G=1   25.60 us (was 25.60, 1.00x)
  M=128   N=28672    G=8   26.60 us (was 27.50, 1.03x)
  M=128   N=114688   G=8   33.60 us (was 57.20, 1.70x)
  M=128   N=163840   G=8   37.90 us (was 72.10, 1.90x)
  M=128   N=229376   G=8   44.00 us (was 91.50, 2.08x)
  M=128   N=327680   G=8   50.90 us (was 118.00, 2.32x)
  M=128   N=458752   G=8   343.00 us (was 435.20, 1.27x)
  M=128   N=655360   G=8   83.60 us (was 253.90, 3.04x)
  M=128   N=917504   G=16  111.70 us (was 338.40, 3.03x)
  M=128   N=1048572  G=16  124.30 us (was 396.10, 3.19x)
  M=256   N=20480    G=1   28.30 us (was 28.30, 1.00x)
  M=256   N=28672    G=1   31.00 us (was 31.00, 1.00x)
  M=256   N=114688   G=8   44.60 us (was 58.90, 1.32x)
  M=256   N=163840   G=8   51.80 us (was 74.30, 1.43x)
  M=256   N=229376   G=8   61.90 us (was 93.80, 1.51x)
  M=256   N=327680   G=8   86.60 us (was 153.70, 1.77x)
  M=256   N=458752   G=16  399.50 us (was 493.90, 1.24x)
  M=256   N=655360   G=8   153.00 us (was 273.40, 1.79x)
  M=256   N=917504   G=16  201.10 us (was 367.80, 1.83x)
  M=256   N=1048572  G=16  215.60 us (was 423.20, 1.96x)
  M=512   N=20480    G=1   35.20 us (was 35.20, 1.00x)
  M=512   N=28672    G=1   38.70 us (was 38.70, 1.00x)
  M=512   N=114688   G=2   66.60 us (was 75.30, 1.13x)
  M=512   N=163840   G=2   96.30 us (was 118.80, 1.23x)
  M=512   N=229376   G=4   123.40 us (was 158.50, 1.28x)
  M=512   N=327680   G=8   164.80 us (was 218.50, 1.33x)
  M=512   N=458752   G=8   508.50 us (was 583.90, 1.15x)
  M=512   N=655360   G=8   270.70 us (was 342.80, 1.27x)
  M=512   N=917504   G=2   360.10 us (was 461.40, 1.28x)
  M=512   N=1048572  G=16  435.60 us (was 605.20, 1.39x)
  M=1024  N=20480    G=1   49.30 us (was 49.30, 1.00x)
  M=1024  N=28672    G=1   54.10 us (was 54.10, 1.00x)
  M=1024  N=114688   G=2   136.90 us (was 141.30, 1.03x)
  M=1024  N=163840   G=2   193.20 us (was 199.10, 1.03x)
  M=1024  N=229376   G=8   245.10 us (was 260.60, 1.06x)
  M=1024  N=327680   G=8   293.70 us (was 294.70, 1.00x)
  M=1024  N=458752   G=1   946.20 us (was 946.20, 1.00x)
  M=1024  N=655360   G=16  575.20 us (was 619.00, 1.08x)
  M=1024  N=917504   G=1   742.20 us (was 742.20, 1.00x)
  M=1024  N=1048572  G=16  858.00 us (was 967.40, 1.13x)
  M=2048  N=20480    G=1   93.40 us (was 93.40, 1.00x)
  M=2048  N=28672    G=1   103.20 us (was 103.20, 1.00x)
  M=2048  N=114688   G=2   272.30 us (was 284.90, 1.05x)
  M=2048  N=163840   G=8   336.20 us (was 346.60, 1.03x)
  M=2048  N=229376   G=8   446.10 us (was 468.90, 1.05x)
  M=2048  N=327680   G=8   622.20 us (was 677.80, 1.09x)
  M=2048  N=458752   G=8   1334.80 us (was 1376.10, 1.03x)
  M=2048  N=655360   G=16  1101.80 us (was 1148.40, 1.04x)
  M=2048  N=917504   G=16  1488.50 us (was 1548.10, 1.04x)
  M=2048  N=1048572  G=16  1702.60 us (was 1884.80, 1.11x)
  M=4096  N=20480    G=1   182.50 us (was 182.50, 1.00x)
  M=4096  N=28672    G=2   224.80 us (was 225.10, 1.00x)
  M=4096  N=114688   G=2   493.70 us (was 510.50, 1.03x)
  M=4096  N=163840   G=8   708.80 us (was 747.10, 1.05x)
  M=4096  N=229376   G=8   883.80 us (was 936.90, 1.06x)
  M=4096  N=327680   G=8   1185.80 us (was 1262.40, 1.06x)
  M=4096  N=458752   G=16  2133.10 us (was 2231.50, 1.05x)
  M=4096  N=655360   G=16  2247.20 us (was 2399.30, 1.07x)
  M=4096  N=917504   G=16  3017.30 us (was 3198.70, 1.06x)
  M=4096  N=1048572  G=16  3044.90 us (was 3190.90, 1.05x)

WROTE /home/mh/topk-prefill-avo/log/coop_sweep_mid.tsv
WROTE /home/mh/topk-prefill-avo/log/coop_sweep_mid.json
