m	n	g	us	path	stddev_pct
4	393216	4	45.80	decode	0.11
4	393216	8	35.20	decode	0.12
4	393216	16	30.60	decode	0.05
4	393216	32	29.10	decode	0.10
4	393216	64	29.50	decode	0.11
8	393216	1	101.60	prefill	0.04
8	393216	2	67.80	decode	0.06
8	393216	4	46.60	decode	0.05
8	393216	8	36.10	decode	0.15
8	393216	16	31.80	decode	0.13
8	393216	32	31.00	decode	0.16
8	393216	64	32.80	decode	0.12
16	393216	1	101.80	prefill	0.02
16	393216	2	68.80	decode	0.09
16	393216	4	51.70	decode	0.06
16	393216	8	40.50	decode	0.06
16	393216	16	33.90	decode	0.08
16	393216	32	34.40	decode	0.08
16	393216	64	39.40	decode	0.06
32	393216	1	133.20	prefill	0.03
32	393216	2	82.40	decode	0.06
32	393216	4	55.00	decode	0.06
32	393216	8	41.60	decode	0.10
32	393216	16	37.60	decode	0.14
32	393216	32	41.40	decode	0.04
32	393216	64	52.90	decode	0.06
64	393216	1	134.00	prefill	0.03
64	393216	2	82.80	decode	0.03
64	393216	4	57.60	decode	0.05
64	393216	8	43.70	decode	0.07
64	393216	16	44.10	decode	0.06
64	393216	32	51.80	decode	0.13
64	393216	64	69.00	decode	0.08
128	393216	1	135.70	prefill	0.02
128	393216	2	84.60	decode	0.03
128	393216	4	62.40	decode	0.03
128	393216	8	55.70	decode	0.05
128	393216	16	59.10	decode	0.03
128	393216	32	68.10	decode	0.11
128	393216	64	93.00	decode	0.10
256	393216	1	179.00	prefill	0.11
256	393216	2	132.70	decode	0.06
256	393216	4	103.90	decode	0.07
256	393216	8	99.60	decode	0.05
256	393216	16	106.50	decode	0.09
256	393216	32	121.80	decode	0.06
256	393216	64	153.80	decode	0.15
512	393216	1	253.60	prefill	0.07
512	393216	2	200.40	prefill	0.06
512	393216	4	194.80	prefill	0.16
512	393216	8	187.80	prefill	0.21
512	393216	16	197.20	prefill	0.08
512	393216	32	219.50	prefill	0.14
512	393216	64	268.00	prefill	0.05
1024	393216	1	343.90	prefill	0.12
1024	393216	2	360.50	prefill	0.08
1024	393216	4	355.70	prefill	0.14
1024	393216	8	344.90	prefill	0.10
1024	393216	16	348.50	prefill	0.04
1024	393216	32	381.00	prefill	0.11
1024	393216	64	473.00	prefill	0.08
2048	393216	1	723.60	prefill	0.06
2048	393216	2	721.40	prefill	0.04
2048	393216	4	711.90	prefill	0.10
2048	393216	8	686.70	prefill	0.06
2048	393216	16	697.90	prefill	0.07
2048	393216	32	776.80	prefill	0.03
2048	393216	64	936.60	prefill	0.10
4096	393216	1	1531.60	prefill	0.04
4096	393216	2	1486.30	prefill	0.05
4096	393216	4	1464.00	prefill	0.07
4096	393216	8	1416.00	prefill	0.07
4096	393216	16	1434.80	prefill	0.06
4096	393216	32	1609.10	prefill	0.07
4096	393216	64	1887.20	prefill	0.08
1	524288	1	123.80	prefill	0.03
1	524288	2	77.20	decode	0.04
1	524288	4	51.90	decode	0.06
1	524288	8	39.40	decode	0.07
1	524288	16	32.50	decode	0.05
1	524288	32	29.40	decode	0.08
1	524288	64	27.90	decode	0.00
2	524288	1	124.40	prefill	0.02
2	524288	2	77.10	decode	0.08
2	524288	4	51.80	decode	0.10
2	524288	8	39.50	decode	0.07
2	524288	16	32.60	decode	0.09
2	524288	32	29.50	decode	0.10
2	524288	64	28.80	decode	0.10
4	524288	1	124.20	prefill	0.04
4	524288	2	77.70	decode	0.05
4	524288	4	52.20	decode	0.08
4	524288	8	39.50	decode	0.00
4	524288	16	32.70	decode	0.07
4	524288	32	30.30	decode	0.08
4	524288	64	30.40	decode	0.13
8	524288	1	125.10	prefill	0.03
8	524288	2	79.60	decode	0.04
8	524288	4	52.60	decode	0.07
8	524288	8	39.90	decode	0.06
8	524288	16	36.30	decode	0.08
8	524288	32	33.80	decode	0.08
8	524288	64	33.70	decode	0.08
16	524288	1	145.10	prefill	0.06
16	524288	2	98.20	decode	0.04
16	524288	4	62.60	decode	0.05
16	524288	8	45.60	decode	0.10
16	524288	16	38.20	decode	0.10
16	524288	32	37.00	decode	0.14
16	524288	64	40.80	decode	0.00
32	524288	1	166.20	prefill	0.04
32	524288	2	98.70	decode	0.06
32	524288	4	63.50	decode	0.04
32	524288	8	46.40	decode	0.07
32	524288	16	39.90	decode	0.07
32	524288	32	43.60	decode	0.10
32	524288	64	55.20	decode	0.06
64	524288	1	167.90	prefill	0.05
64	524288	2	100.20	decode	0.03
64	524288	4	65.90	decode	0.03
64	524288	8	49.20	decode	0.05
64	524288	16	48.80	decode	0.05
64	524288	32	56.40	decode	0.07
64	524288	64	73.60	decode	0.08
128	524288	1	198.70	prefill	0.26
128	524288	2	119.30	decode	0.35
128	524288	4	77.80	decode	0.16
128	524288	8	67.90	decode	0.04
128	524288	16	68.60	decode	0.04
128	524288	32	77.80	decode	0.06
128	524288	64	101.20	decode	0.11
256	524288	1	227.10	prefill	0.10
256	524288	2	164.30	decode	0.12
256	524288	4	131.60	decode	0.09
256	524288	8	126.10	decode	0.11
256	524288	16	133.00	decode	0.05
256	524288	32	146.50	decode	0.06
256	524288	64	176.50	decode	0.13
512	524288	1	273.30	prefill	0.10
512	524288	2	243.40	prefill	0.15
512	524288	4	236.90	prefill	0.09
512	524288	8	221.70	prefill	0.11
512	524288	16	224.70	prefill	0.10
512	524288	32	231.80	prefill	0.08
512	524288	64	284.80	prefill	0.12
1024	524288	1	513.90	prefill	0.06
1024	524288	2	494.60	prefill	0.05
1024	524288	4	487.30	prefill	0.10
1024	524288	8	470.20	prefill	0.16
1024	524288	16	482.00	prefill	0.09
1024	524288	32	516.40	prefill	0.09
1024	524288	64	601.00	prefill	0.09
2048	524288	1	1012.70	prefill	0.06
2048	524288	2	970.40	prefill	0.08
2048	524288	4	954.20	prefill	0.09
2048	524288	8	925.40	prefill	0.11
2048	524288	16	947.50	prefill	0.09
2048	524288	32	1014.30	prefill	0.08
2048	524288	64	1164.30	prefill	0.09
4096	524288	1	1990.80	prefill	0.03
4096	524288	2	1912.80	prefill	0.04
4096	524288	4	1885.30	prefill	0.07
4096	524288	8	1847.10	prefill	0.08
4096	524288	16	1879.40	prefill	0.08
4096	524288	32	2003.90	prefill	0.07
4096	524288	64	2283.80	prefill	0.08
1	786432	1	163.30	prefill	0.08
1	786432	2	98.40	decode	0.04
1	786432	4	62.60	decode	0.05
1	786432	8	44.60	decode	0.05
1	786432	16	35.40	decode	0.04
1	786432	32	31.00	decode	0.05
1	786432	64	29.00	decode	0.06
2	786432	1	169.10	prefill	0.05
2	786432	2	103.10	decode	0.05
2	786432	4	64.40	decode	0.03
2	786432	8	46.20	decode	0.06
2	786432	16	36.40	decode	0.10
2	786432	32	32.00	decode	0.10
2	786432	64	30.40	decode	0.00
4	786432	1	169.00	prefill	0.05
4	786432	2	102.40	decode	0.03
4	786432	4	65.20	decode	0.04
4	786432	8	46.40	decode	0.06
4	786432	16	36.40	decode	0.00
4	786432	32	32.60	decode	0.10
4	786432	64	31.90	decode	0.17
8	786432	1	170.10	prefill	0.04
8	786432	2	102.40	decode	0.03
8	786432	4	65.60	decode	0.05
8	786432	8	51.50	decode	0.04
8	786432	16	41.20	decode	0.07
8	786432	32	34.60	decode	0.05
8	786432	64	35.90	decode	0.14
16	786432	1	229.90	prefill	0.06
16	786432	2	130.90	decode	0.05
16	786432	4	80.50	decode	0.03
16	786432	8	54.60	decode	0.03
16	786432	16	42.80	decode	0.05
16	786432	32	40.10	decode	0.07
16	786432	64	44.60	decode	0.04
32	786432	1	230.50	prefill	0.05
32	786432	2	131.60	decode	0.02
32	786432	4	81.00	decode	0.03
32	786432	8	55.60	decode	0.03
32	786432	16	45.10	decode	0.04
32	786432	32	48.10	decode	0.09
32	786432	64	59.60	decode	0.05
64	786432	1	231.80	prefill	0.05
64	786432	2	132.90	decode	0.04
64	786432	4	82.60	decode	0.03
64	786432	8	60.10	decode	0.05
64	786432	16	57.40	decode	0.06
64	786432	32	64.50	decode	0.07
64	786432	64	81.00	decode	0.04
128	786432	1	296.70	prefill	0.06
128	786432	2	174.60	decode	0.11
128	786432	4	126.00	decode	0.08
128	786432	8	101.00	decode	0.06
128	786432	16	100.40	decode	0.06
128	786432	32	109.80	decode	0.09
128	786432	64	130.60	decode	0.08
256	786432	1	320.40	prefill	0.05
256	786432	2	237.40	decode	0.17
256	786432	4	186.20	decode	0.08
256	786432	8	180.40	decode	0.19
256	786432	16	178.40	decode	0.13
256	786432	32	191.20	decode	0.15
256	786432	64	220.60	decode	0.20
512	786432	1	403.00	prefill	0.07
512	786432	2	317.60	prefill	0.16
512	786432	4	332.30	prefill	0.13
512	786432	8	323.60	prefill	0.20
512	786432	16	320.20	prefill	0.21
512	786432	32	327.30	prefill	0.08
512	786432	64	368.40	prefill	0.08
1024	786432	1	647.80	prefill	0.08
1024	786432	2	661.50	prefill	0.10
1024	786432	4	668.10	prefill	0.06
1024	786432	8	658.60	prefill	0.10
1024	786432	16	648.90	prefill	0.08
1024	786432	32	654.80	prefill	0.14
1024	786432	64	740.10	prefill	0.04
2048	786432	1	1421.50	prefill	0.06
2048	786432	2	1390.10	prefill	0.05
2048	786432	4	1363.40	prefill	0.04
2048	786432	8	1336.40	prefill	0.04
2048	786432	16	1320.30	prefill	0.06
2048	786432	32	1349.30	prefill	0.07
2048	786432	64	1526.90	prefill	0.10
4096	786432	1	2794.20	prefill	0.05
4096	786432	2	2729.80	prefill	0.06
4096	786432	4	2677.90	prefill	0.06
4096	786432	8	2648.10	prefill	0.10
4096	786432	16	2627.00	prefill	0.08
4096	786432	32	2676.10	prefill	0.15
4096	786432	64	3011.00	prefill	0.06
1	1048576	1	241.70	prefill	0.10
1	1048576	2	122.90	decode	0.05
1	1048576	4	75.40	decode	0.05
1	1048576	8	51.90	decode	0.06
1	1048576	16	39.40	decode	0.07
1	1048576	32	33.50	decode	0.08
1	1048576	64	30.80	decode	0.09
2	1048576	1	243.40	prefill	0.09
2	1048576	2	123.60	decode	0.03
2	1048576	4	76.50	decode	0.04
2	1048576	8	52.20	decode	0.07
2	1048576	16	39.80	decode	0.07
2	1048576	32	33.90	decode	0.08
2	1048576	64	31.60	decode	0.09
4	1048576	1	244.60	prefill	0.05
4	1048576	2	126.90	decode	0.04
4	1048576	4	77.00	decode	0.04
4	1048576	8	52.30	decode	0.04
4	1048576	16	39.80	decode	0.04
4	1048576	32	36.20	decode	0.06
4	1048576	64	33.70	decode	0.05
8	1048576	1	244.20	prefill	0.08
8	1048576	2	163.20	decode	0.04
8	1048576	4	95.80	decode	0.04
8	1048576	8	62.20	decode	0.05
8	1048576	16	45.40	decode	0.06
8	1048576	32	38.60	decode	0.07
8	1048576	64	37.70	decode	0.04
16	1048576	1	293.00	prefill	0.03
16	1048576	2	163.90	decode	0.03
16	1048576	4	96.40	decode	0.03
16	1048576	8	63.40	decode	0.04
16	1048576	16	47.10	decode	0.06
16	1048576	32	42.60	decode	0.05
16	1048576	64	47.00	decode	0.05
32	1048576	1	300.40	prefill	0.06
32	1048576	2	168.10	decode	0.07
32	1048576	4	100.10	decode	0.02
32	1048576	8	66.60	decode	0.04
32	1048576	16	51.50	decode	0.03
32	1048576	32	53.40	decode	0.06
32	1048576	64	65.10	decode	0.04
64	1048576	1	353.30	prefill	0.15
64	1048576	2	193.10	decode	0.16
64	1048576	4	114.00	decode	0.31
64	1048576	8	79.00	decode	0.04
64	1048576	16	69.40	decode	0.10
64	1048576	32	74.20	decode	0.08
64	1048576	64	91.00	decode	0.08
128	1048576	1	387.30	prefill	0.07
128	1048576	2	223.80	decode	0.10
128	1048576	4	156.80	decode	0.11
128	1048576	8	129.00	decode	0.06
128	1048576	16	124.90	decode	0.08
128	1048576	32	135.40	decode	0.06
128	1048576	64	153.20	decode	0.13
256	1048576	1	409.80	prefill	0.10
256	1048576	2	261.30	decode	0.09
256	1048576	4	237.70	decode	0.12
256	1048576	8	226.80	decode	0.11
256	1048576	16	215.70	decode	0.11
256	1048576	32	220.70	decode	0.10
256	1048576	64	237.80	decode	0.14
512	1048576	1	599.70	prefill	0.09
512	1048576	2	466.30	prefill	0.08
512	1048576	4	452.80	prefill	0.15
512	1048576	8	447.70	prefill	0.15
512	1048576	16	431.00	prefill	0.15
512	1048576	32	445.70	prefill	0.06
512	1048576	64	481.70	prefill	0.16
1024	1048576	1	944.10	prefill	0.05
1024	1048576	2	919.60	prefill	0.08
1024	1048576	4	893.60	prefill	0.11
1024	1048576	8	883.30	prefill	0.14
1024	1048576	16	853.90	prefill	0.05
1024	1048576	32	874.40	prefill	0.10
1024	1048576	64	938.50	prefill	0.10
2048	1048576	1	1846.80	prefill	0.03
2048	1048576	2	1800.70	prefill	0.05
2048	1048576	4	1752.00	prefill	0.05
2048	1048576	8	1736.80	prefill	0.05
2048	1048576	16	1690.90	prefill	0.06
2048	1048576	32	1721.60	prefill	0.08
2048	1048576	64	1842.20	prefill	0.11
4096	1048576	1	3158.90	prefill	1.17
4096	1048576	2	3138.10	prefill	1.00
4096	1048576	4	3129.50	prefill	0.58
4096	1048576	8	3109.90	prefill	0.61
4096	1048576	16	3029.80	prefill	0.99
4096	1048576	32	3030.30	prefill	0.78
4096	1048576	64	3112.30	prefill	1.63

=== per-cell optima ===
  M=1     N=24576    G=16  20.40 us (was 24.20, 1.19x)
  M=1     N=32768    G=32  21.00 us (was 26.60, 1.27x)
  M=1     N=49152    G=32  20.40 us (was 29.70, 1.46x)
  M=1     N=65536    G=32  20.80 us (was 33.50, 1.61x)
  M=1     N=98304    G=64  21.60 us (was 41.00, 1.90x)
  M=1     N=131072   G=64  22.60 us (was 48.30, 2.14x)
  M=1     N=196608   G=64  24.40 us (was 62.30, 2.55x)
  M=1     N=262144   G=64  26.10 us (was 75.90, 2.91x)
  M=1     N=393216   G=64  26.50 us (was 98.70, 3.73x)
  M=1     N=524288   G=64  27.90 us (was 123.80, 4.44x)
  M=1     N=786432   G=64  29.00 us (was 163.30, 5.63x)
  M=1     N=1048576  G=64  30.80 us (was 241.70, 7.85x)
  M=2     N=24576    G=32  20.70 us (was 24.90, 1.20x)
  M=2     N=32768    G=16  21.20 us (was 27.20, 1.28x)
  M=2     N=49152    G=32  20.80 us (was 30.40, 1.46x)
  M=2     N=65536    G=32  21.20 us (was 34.00, 1.60x)
  M=2     N=98304    G=32  22.30 us (was 41.80, 1.87x)
  M=2     N=131072   G=32  23.10 us (was 49.10, 2.13x)
  M=2     N=196608   G=32  25.20 us (was 63.70, 2.53x)
  M=2     N=262144   G=64  27.30 us (was 76.60, 2.81x)
  M=2     N=393216   G=64  27.30 us (was 99.40, 3.64x)
  M=2     N=524288   G=64  28.80 us (was 124.40, 4.32x)
  M=2     N=786432   G=64  30.40 us (was 169.10, 5.56x)
  M=2     N=1048576  G=64  31.60 us (was 243.40, 7.70x)
  M=4     N=24576    G=16  21.00 us (was 25.10, 1.20x)
  M=4     N=32768    G=32  21.50 us (was 27.20, 1.26x)
  M=4     N=49152    G=16  21.80 us (was 30.90, 1.42x)
  M=4     N=65536    G=16  21.70 us (was 34.30, 1.58x)
  M=4     N=98304    G=16  23.20 us (was 42.10, 1.81x)
  M=4     N=131072   G=32  24.50 us (was 49.60, 2.02x)
  M=4     N=196608   G=32  26.10 us (was 63.80, 2.44x)
  M=4     N=262144   G=32  27.90 us (was 76.70, 2.75x)
  M=4     N=393216   G=32  29.10 us (was 100.40, 3.45x)
  M=4     N=524288   G=32  30.30 us (was 124.20, 4.10x)
  M=4     N=786432   G=64  31.90 us (was 169.00, 5.30x)
  M=4     N=1048576  G=64  33.70 us (was 244.60, 7.26x)
  M=8     N=24576    G=32  22.00 us (was 25.60, 1.16x)
  M=8     N=32768    G=8   22.30 us (was 27.70, 1.24x)
  M=8     N=49152    G=8   22.70 us (was 31.60, 1.39x)
  M=8     N=65536    G=16  23.00 us (was 34.90, 1.52x)
  M=8     N=98304    G=16  24.20 us (was 42.60, 1.76x)
  M=8     N=131072   G=16  25.60 us (was 50.00, 1.95x)
  M=8     N=196608   G=16  27.50 us (was 64.30, 2.34x)
  M=8     N=262144   G=32  29.70 us (was 77.80, 2.62x)
  M=8     N=393216   G=32  31.00 us (was 101.60, 3.28x)
  M=8     N=524288   G=64  33.70 us (was 125.10, 3.71x)
  M=8     N=786432   G=32  34.60 us (was 170.10, 4.92x)
  M=8     N=1048576  G=64  37.70 us (was 244.20, 6.48x)
  M=16    N=24576    G=64  23.00 us (was 25.70, 1.12x)
  M=16    N=32768    G=8   23.00 us (was 27.80, 1.21x)
  M=16    N=49152    G=8   23.40 us (was 31.40, 1.34x)
  M=16    N=65536    G=8   24.10 us (was 35.00, 1.45x)
  M=16    N=98304    G=8   25.50 us (was 42.80, 1.68x)
  M=16    N=131072   G=16  27.00 us (was 50.10, 1.86x)
  M=16    N=196608   G=16  29.50 us (was 64.50, 2.19x)
  M=16    N=262144   G=32  33.00 us (was 78.20, 2.37x)
  M=16    N=393216   G=16  33.90 us (was 101.80, 3.00x)
  M=16    N=524288   G=32  37.00 us (was 145.10, 3.92x)
  M=16    N=786432   G=32  40.10 us (was 229.90, 5.73x)
  M=16    N=1048576  G=32  42.60 us (was 293.00, 6.88x)
  M=32    N=24576    G=16  23.30 us (was 26.00, 1.12x)
  M=32    N=32768    G=8   23.30 us (was 27.90, 1.20x)
  M=32    N=49152    G=8   23.70 us (was 31.60, 1.33x)
  M=32    N=65536    G=8   24.30 us (was 35.30, 1.45x)
  M=32    N=98304    G=8   25.90 us (was 42.90, 1.66x)
  M=32    N=131072   G=8   28.70 us (was 50.60, 1.76x)
  M=32    N=196608   G=8   30.90 us (was 65.00, 2.10x)
  M=32    N=262144   G=16  34.90 us (was 90.90, 2.60x)
  M=32    N=393216   G=16  37.60 us (was 133.20, 3.54x)
  M=32    N=524288   G=16  39.90 us (was 166.20, 4.17x)
  M=32    N=786432   G=16  45.10 us (was 230.50, 5.11x)
  M=32    N=1048576  G=16  51.50 us (was 300.40, 5.83x)
  M=64    N=24576    G=16  25.20 us (was 26.10, 1.04x)
  M=64    N=32768    G=8   24.70 us (was 28.20, 1.14x)
  M=64    N=49152    G=8   25.20 us (was 32.00, 1.27x)
  M=64    N=65536    G=8   25.80 us (was 35.60, 1.38x)
  M=64    N=98304    G=8   27.80 us (was 48.90, 1.76x)
  M=64    N=131072   G=8   30.40 us (was 57.60, 1.90x)
  M=64    N=196608   G=8   35.10 us (was 81.00, 2.31x)
  M=64    N=262144   G=8   39.20 us (was 100.00, 2.55x)
  M=64    N=393216   G=8   43.70 us (was 134.00, 3.07x)
  M=64    N=524288   G=16  48.80 us (was 167.90, 3.44x)
  M=64    N=786432   G=16  57.40 us (was 231.80, 4.04x)
  M=64    N=1048576  G=16  69.40 us (was 353.30, 5.09x)
  M=128   N=24576    G=1   26.60 us (was 26.60, 1.00x)
  M=128   N=32768    G=8   26.50 us (was 31.60, 1.19x)
  M=128   N=49152    G=8   27.60 us (was 36.80, 1.33x)
  M=128   N=65536    G=8   29.00 us (was 40.40, 1.39x)
  M=128   N=98304    G=8   31.90 us (was 52.20, 1.64x)
  M=128   N=131072   G=8   34.90 us (was 62.60, 1.79x)
  M=128   N=196608   G=8   40.80 us (was 82.00, 2.01x)
  M=128   N=262144   G=8   46.90 us (was 101.20, 2.16x)
  M=128   N=393216   G=8   55.70 us (was 135.70, 2.44x)
  M=128   N=524288   G=8   67.90 us (was 198.70, 2.93x)
  M=128   N=786432   G=16  100.40 us (was 296.70, 2.96x)
  M=128   N=1048576  G=16  124.90 us (was 387.30, 3.10x)
  M=256   N=24576    G=1   29.80 us (was 29.80, 1.00x)
  M=256   N=32768    G=1   32.20 us (was 32.20, 1.00x)
  M=256   N=49152    G=8   34.60 us (was 37.60, 1.09x)
  M=256   N=65536    G=8   36.80 us (was 42.80, 1.16x)
  M=256   N=98304    G=8   41.80 us (was 53.50, 1.28x)
  M=256   N=131072   G=8   46.90 us (was 64.10, 1.37x)
  M=256   N=196608   G=8   56.90 us (was 84.00, 1.48x)
  M=256   N=262144   G=8   68.50 us (was 123.90, 1.81x)
  M=256   N=393216   G=8   99.60 us (was 179.00, 1.80x)
  M=256   N=524288   G=8   126.10 us (was 227.10, 1.80x)
  M=256   N=786432   G=16  178.40 us (was 320.40, 1.80x)
  M=256   N=1048576  G=16  215.70 us (was 409.80, 1.90x)
  M=512   N=24576    G=1   37.20 us (was 37.20, 1.00x)
  M=512   N=32768    G=1   40.00 us (was 40.00, 1.00x)
  M=512   N=49152    G=1   45.60 us (was 45.60, 1.00x)
  M=512   N=65536    G=1   51.20 us (was 51.20, 1.00x)
  M=512   N=98304    G=2   61.60 us (was 63.30, 1.03x)
  M=512   N=131072   G=2   72.80 us (was 88.80, 1.22x)
  M=512   N=196608   G=8   110.00 us (was 140.80, 1.28x)
  M=512   N=262144   G=4   138.50 us (was 178.60, 1.29x)
  M=512   N=393216   G=8   187.80 us (was 253.60, 1.35x)
  M=512   N=524288   G=8   221.70 us (was 273.30, 1.23x)
  M=512   N=786432   G=2   317.60 us (was 403.00, 1.27x)
  M=512   N=1048576  G=16  431.00 us (was 599.70, 1.39x)
  M=1024  N=24576    G=1   51.60 us (was 51.60, 1.00x)
  M=1024  N=32768    G=1   56.90 us (was 56.90, 1.00x)
  M=1024  N=49152    G=1   67.10 us (was 67.10, 1.00x)
  M=1024  N=65536    G=1   77.80 us (was 77.80, 1.00x)
  M=1024  N=98304    G=2   121.20 us (was 126.00, 1.04x)
  M=1024  N=131072   G=2   153.30 us (was 159.80, 1.04x)
  M=1024  N=196608   G=8   223.60 us (was 235.90, 1.05x)
  M=1024  N=262144   G=8   247.90 us (was 253.00, 1.02x)
  M=1024  N=393216   G=1   343.90 us (was 343.90, 1.00x)
  M=1024  N=524288   G=8   470.20 us (was 513.90, 1.09x)
  M=1024  N=786432   G=1   647.80 us (was 647.80, 1.00x)
  M=1024  N=1048576  G=16  853.90 us (was 944.10, 1.11x)
  M=2048  N=24576    G=1   98.50 us (was 98.50, 1.00x)
  M=2048  N=32768    G=1   109.10 us (was 109.10, 1.00x)
  M=2048  N=49152    G=2   150.10 us (was 155.80, 1.04x)
  M=2048  N=65536    G=2   184.10 us (was 189.70, 1.03x)
  M=2048  N=98304    G=2   248.10 us (was 260.40, 1.05x)
  M=2048  N=131072   G=8   271.70 us (was 279.70, 1.03x)
  M=2048  N=196608   G=8   392.80 us (was 412.00, 1.05x)
  M=2048  N=262144   G=8   529.70 us (was 563.30, 1.06x)
  M=2048  N=393216   G=8   686.70 us (was 723.60, 1.05x)
  M=2048  N=524288   G=8   925.40 us (was 1012.70, 1.09x)
  M=2048  N=786432   G=16  1320.30 us (was 1421.50, 1.08x)
  M=2048  N=1048576  G=16  1690.90 us (was 1846.80, 1.09x)
  M=4096  N=24576    G=1   206.00 us (was 206.00, 1.00x)
  M=4096  N=32768    G=2   236.10 us (was 243.10, 1.03x)
  M=4096  N=49152    G=2   286.90 us (was 305.60, 1.06x)
  M=4096  N=65536    G=2   319.80 us (was 329.50, 1.03x)
  M=4096  N=98304    G=2   445.20 us (was 464.30, 1.04x)
  M=4096  N=131072   G=8   581.00 us (was 609.80, 1.05x)
  M=4096  N=196608   G=8   780.40 us (was 831.50, 1.06x)
  M=4096  N=262144   G=8   1039.80 us (was 1098.10, 1.06x)
  M=4096  N=393216   G=8   1416.00 us (was 1531.60, 1.08x)
  M=4096  N=524288   G=8   1847.10 us (was 1990.80, 1.08x)
  M=4096  N=786432   G=16  2627.00 us (was 2794.20, 1.06x)
  M=4096  N=1048576  G=16  3029.80 us (was 3158.90, 1.04x)

WROTE /home/mh/topk-prefill-avo/log/coop_sweep_half.tsv
WROTE /home/mh/topk-prefill-avo/log/coop_sweep_half.json
